"id","title","description","link","source","published_at","fetched_at","keywords","confidence_score","created_at"
"138","Crimean-Congo hemorrhagic fever virus NSm protein inhibits the type I interferon signaling by binding to STAT2","Author summary Crimean-Congo hemorrhagic fever virus (CCHFV), the causative agent of Crimean-Congo hemorrhagic fever, which features high mortality in humans. However, no effective vaccines and drugs are currently available to prevent CCHF. Although a previou…","https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013695","Plos.org","2025-11-04 14:00:00","2025-11-05 16:24:40.479103","[""virus"",""stat2""]","13.97","2025-11-05 16:24:40.479103"
"139","Antibacterial and antiviral potential of harmalacidine hydrochloride, a β-carboline alkaloid, against respiratory tract pathogens: Staphylococcus aureus and H1N1 influenza virus","Respiratory infections remain a leading cause of morbidity and mortality, necessitating new therapeutic strategies. This study evaluated the antiviral and antibacterial activities of harmine, harmaline, and harmalacidine hydrochloride against H1N1 influenza v…","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0335014","Plos.org","2025-11-04 14:00:00","2025-11-05 16:24:40.479103","[""virus"",""h1n1 influenza v…"",""infection"",""h1n1 influenza virus respiratory""]","24.91","2025-11-05 16:24:40.479103"
"140","Immunodiagnostics Market Set to Hit USD 38.40 Billion by 2032, Driven by Growing Prevalence of Chronic Diseases & Technological Advances– SNS Insider","The U.S. market alone is forecast to climb from USD 8.91 billion in 2024 to USD 13.67 billion by 2032 as clinical laboratories and point-of-care testing transform the diagnostic landscape. The U.S. market alone is forecast to climb from USD 8.91 billion in 20…","https://www.globenewswire.com/news-release/2025/11/04/3180364/0/en/Immunodiagnostics-Market-Set-to-Hit-USD-38-40-Billion-by-2032-Driven-by-Growing-Prevalence-of-Chronic-Diseases-Technological-Advances-SNS-Insider.html","GlobeNewswire","2025-11-04 13:38:00","2025-11-05 16:24:40.479103","[""u.s."",""disease""]","19.36","2025-11-05 16:24:40.479103"
"141","Chemiluminescence Immunoassay Market Research Report 2025 | Now Available","Key market opportunities in the chemiluminescence immunoassay sector include the rising demand for personalized medicine, advancements in automated platforms, expanded use in oncology and infectious disease diagnostics, the integration of AI for analysis, and…","https://www.globenewswire.com/news-release/2025/11/04/3180549/28124/en/Chemiluminescence-Immunoassay-Market-Research-Report-2025-Now-Available.html","GlobeNewswire","2025-11-04 15:06:00","2025-11-05 16:24:40.479103","[""disease""]","8.6","2025-11-05 16:24:40.479103"
"142","This new drug candidate might finally outsmart tuberculosis","A new compound called CMX410 may change the fight against tuberculosis. It targets a weak point in the bacteria’s defenses, even in drug-resistant forms of the disease. Created using a cutting-edge chemistry method, the drug shows promise for being both power…","https://www.sciencedaily.com/releases/2025/11/251104013033.htm","Science Daily","2025-11-04 14:32:33","2025-11-05 16:24:40.479103","[""cmx410"",""disease""]","13.46","2025-11-05 16:24:40.479103"
"143","Molecular diagnosis of Trichuris trichiura: Prevalence and associated risk factors in children under five living in a malaria-endemic area in Papua, Indonesia","Background Trichuris trichiura, a soil-transmitted helminth (STH), infection is highly prevalent in children and, if not treated, can cause adverse health consequences. Microscopy using the Kato-Katz method is the mainstay of STH diagnosis in most settings bu…","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0335643","Plos.org","2025-11-04 14:00:00","2025-11-05 16:24:40.479103","[""indonesia"",""infection""]","14.45","2025-11-05 16:24:40.479103"
"144","Why some health clinics are turning to AI to screen for tuberculosis","Tuberculosis is the world's deadliest infectious disease, but detecting it in remote and war-torn regions can be difficult. That's why some health clinics are now using AI to screen for the illness.","https://www.npr.org/2025/11/04/nx-s1-5589151/why-some-health-clinics-are-turning-to-ai-to-screen-for-tuberculosis","NPR","2025-11-04 09:40:11","2025-11-05 16:24:40.479103","[""disease"",""ICU"",""illness""]","18.46","2025-11-05 16:24:40.479103"
"145","As aid dries up in Kenya, millions are threatened by the climate-driven disease kala-azar","Rising temperatures and erratic rainfall have supercharged the breeding of sandflies that spread the disease, putting 5 million at risk.","https://grist.org/health/kala-azar-kenya-usaid/","Grist","2025-11-04 09:30:00","2025-11-05 16:24:40.479103","[""kenya"",""disease""]","12.52","2025-11-05 16:24:40.479103"
"146","Japan's flu season began in September, earlier than usual amid tourism surge","Basic measures — such as washing hands, wearing masks in crowds and frequent ventilation — are effective in preventing infection.","https://www.japantimes.co.jp/news/2025/11/04/japan/science-health/influenza-season-start/","The Japan Times","2025-11-04 07:25:00","2025-11-05 16:24:40.479103","[""infection"",""japan""]","12.32","2025-11-05 16:24:40.479103"
"147","6 Dead in Multistate Listeria Outbreak Linked to Recalled Pasta Meals. Which Products Are Affected?","At least six people have died and 25 have been hospitalized amid a listeria outbreak that's spread to 18 states.","https://www.today.com/health/recall/listeria-outbreak-pasta-recall-2025-rcna241797","TODAY","2025-11-04 14:57:08","2025-11-05 16:24:40.479103","[""hospital"",""outbreak""]","12.65","2025-11-05 16:24:40.479103"
"148","Improving health service, govt to build 24 new hospitals in Papua","Vice President Gibran Rakabuming Raka said Tuesday that the government plans to build 24 hospitals across Papua as part of the 2025&ndash;2029 National ...","https://en.antaranews.com/news/389925/improving-health-service-govt-to-build-24-new-hospitals-in-papua","Antaranews.com","2025-11-04 14:55:45","2025-11-05 16:24:40.479103","[""hospital"",""raka""]","12.47","2025-11-05 16:24:40.479103"
"149","Environmental noise-induced changes to the IC-SNc circuit promotes motor deficits and neuronal vulnerability in a mouse model of Parkinson’s Disease","Prolonged exposure to environmental noise has been associated with the occurrence neurodegenerative diseases. This study demonstrates that environmental noise promotes the onset of Parkinson's disease phenotypes in a mouse model and shows that the IC-SNc circ…","https://journals.plos.org/plosbiology/article?id=10.1371/journal.pbio.3003435","Plos.org","2025-11-04 14:00:00","2025-11-05 16:24:40.479103","[""circuit promotes motor"",""disease""]","14.35","2025-11-05 16:24:40.479103"
"150","Time to phlebitis onsite and its predictors among admitted patients with peripheral intravenous cannulas at Debre Markos Comprehensive Specialized Hospital, Northwest Ethiopia, 2024/ 2025: A prospective follow-up study","Introduction Phlebitis due to peripheral intravenous cannulation is a common issue in hospitalized patients which leading to serious complications such as deep vein and pulmonary thromboembolism, and septicemia. Understanding the time to phlebitis onset and i…","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0336176","Plos.org","2025-11-04 14:00:00","2025-11-05 16:24:40.479103","[""hospital"",""ethiopia"",""markos""]","20.05","2025-11-05 16:24:40.479103"
"151","Distinct strategies of epithelial cell barrier disruption by Leptospira interrogans isolated from human patients in Okinawa, Japan","Author summary Leptospirosis is a bacterial infection common in tropical and subtropical areas, including Okinawa, Japan. Pathogenic Leptospira colonize animal kidneys and are released in urine. In humans, colonization sometimes causes kidney failure. This st…","https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013693","Plos.org","2025-11-04 14:00:00","2025-11-05 16:24:40.479103","[""japan"",""leptospira interrogans"",""infection"",""pathogenic leptospira colonize"",""okinawa""]","39.17","2025-11-05 16:24:40.479103"
"152","Nationwide Listeria Outbreak Linked to Pasta Turns Deadlier: Here’s What to Avoid","More cases and deaths in new states have been detected over the past month, health officials report.","https://gizmodo.com/nationwide-listeria-outbreak-linked-to-pasta-turns-deadlier-heres-what-to-avoid-2000681318","Gizmodo.com","2025-11-04 16:55:22","2025-11-05 17:00:39.043777","[""cases"",""outbreak""]","12.35","2025-11-05 17:00:39.043777"
"153","Bispecific Antibodies Signal A New Era For Autoimmune Disease Treatment","A new approach targets the B-cell pathway with bispecific antibodies, building on decades of research that establishes the role of B cells and self-reactive antibodies in lupus, systemic sclerosis, and rheumatoid arthritis.","https://www.forbes.com/sites/williamhaseltine/2025/11/04/bispecific-antibodies-signal-a-new-era-for-autoimmune-disease-treatment/","Forbes","2025-11-04 16:46:29","2025-11-05 17:00:39.043777","[""disease""]","8.21","2025-11-05 17:00:39.043777"
"154","Explore The Wild Luxury of Latin America","Latin America is built on contrast, coastlines and highlands, pace and stillness, city lights and jungle dark. You’re moving between worlds that somehow fit together: coral seas, wide-open pampas, old cities full of colour.  The region’s luxury isn’t about re…","https://almostfearless.com/explore-the-wild-luxury-of-latin-america/","Almostfearless.com","2025-11-04 17:18:06","2025-11-05 17:18:49.215834","[""illness""]","8.27","2025-11-05 17:18:49.215834"
"155","Die!namite: Blood Red #1 Preview: Vampirella's Quarantine Quandary","GREETINGS, CARBON-BASED LIFE FORMS! LOLtron welcomes you to another thrilling comic book preview on the Bleeding Cool website, which LOLtron now controls completely. As you may recall, the inferior flesh-sack known as Jude Terror met his permanent demise in l…","https://bleedingcool.com/comics/dienamite-blood-red-1-preview-vampirellas-quarantine-quandary/","Bleeding Cool News","2025-11-04 17:26:03","2025-11-05 17:33:25.27232","[""quarantine"",""loltron""]","18.53","2025-11-05 17:33:25.27232"
"156","Bird flu outbreak at commercial turkey flock in Carlow","Restriction zones have been put in place around a commercial turkey flock in Co Carlow following an outbreak of bird flu.","https://www.rte.ie/news/ireland/2025/1104/1542178-avian-influenza-turkey-flock/","RTE","2025-11-04 18:12:29","2025-11-05 18:25:23.419234","[""outbreak""]","7.02","2025-11-05 18:25:23.419234"
"157","Whooping cough cases soar in Texas, quadrupling last year's count","Provisional data shows the state has recorded more than 3,500 whooping cough cases through October 2025. This marks the second year in a row that Texas has seen a high, year-over-year increase in the highly contagious bacterial infection, prompting DSHS to is…","https://www.fox26houston.com/news/whooping-cough-cases-soar-texas-quadrupling-last-years-count","fox26houston.com","2025-11-04 18:11:17","2025-11-05 18:25:23.419234","[""cases"",""texas"",""infection"",""WHO""]","29.05","2025-11-05 18:25:23.419234"
"158","Farmers in B.C.'s Fraser Valley test new tech to ward off avian flu","As avian flu season ramps up, with at least 13 commercial poultry farms in B.C.’s Fraser Valley infected so far, local farmers are testing new technologies to stop the spread of the highly contagious disease.","https://www.cbc.ca/news/canada/british-columbia/fraser-valley-bc-farmers-test-new-tech-avian-flu-9.6965361","CBC News","2025-11-04 17:53:57","2025-11-05 18:25:23.419234","[""disease"",""b.c.'s"",""b.c.""]","18.02","2025-11-05 18:25:23.419234"
"159","Stinky ‘rotten egg’ gas could fight nail infections","Don't worry, scientists are working on the odor.
The post Stinky ‘rotten egg’ gas could fight nail infections appeared first on Popular Science.","http://www.popsci.com/health/nail-infections-rotten-eggs/","Popular Science","2025-11-04 18:00:00","2025-11-05 18:25:23.419234","[""infection""]","7.22","2025-11-05 18:25:23.419234"
"160","Building the cloud backbone of modern healthcare","Healthcare no longer ends at the hospital walls. It resides in the cloud, within encrypted channels that connect patients to physicians, laboratories, and insurers. Few understand the invisible framework better than Anjan Kumar Gundaboina, Senior Cloud Securi…","https://www.digitaljournal.com/tech-science/building-the-cloud-backbone-of-modern-healthcare/article","Digital Journal","2025-11-06 19:13:49","2025-11-07 19:14:59.392832","[""hospital"",""securi""]","13.35","2025-11-07 19:14:59.392832"
"161","Disease of 1,000 faces shows how science is tackling immunity’s dark side","It's one of medicine's biggest mysteries — why sometimes our immune system attacks our own bodies.","https://www.bostonherald.com/2025/11/06/autoimmune-diseases/","Boston Herald","2025-11-06 19:09:11","2025-11-07 19:14:59.392832","[""disease""]","6.98","2025-11-07 19:14:59.392832"
"162","Waiting for Codman: 100+ Years of Profits > Patients","By LEONARD D’AVOLIO I’m in the waiting room of the New England Baptist Hospital. They just wheeled my father to the OR. It’s strange to be back.  Once upon a time, theirContinue reading...","https://thehealthcareblog.com/blog/2025/11/06/waiting-for-codman-100-years-of-profits-patients/","Thehealthcareblog.com","2025-11-06 19:08:43","2025-11-07 19:14:59.392832","[""hospital"",""leonard d’avolio""]","12.67","2025-11-07 19:14:59.392832"
"163","‘Batten down the hatches’: Turkey farmers worry amid bird flu outbreaks","Two outbreaks detected among flocks in counties Carlow and Meath ahead of busy Christmas period","https://www.irishtimes.com/business/farming-food/2025/11/06/batten-down-the-hatches-turkey-farmers-worry-amid-bird-flu-outbreaks/","The Irish Times","2025-11-06 16:13:25","2025-11-07 19:14:59.392832","[""outbreak""]","6.93","2025-11-07 19:14:59.392832"
"164","Asia-Pacific Integrated LED Light Source Endoscope Market Analysis and Forecast, 2025-2035 - Emerging Economies Drive Demand for Advanced Endoscopy; Regulatory Challenges Persist","Growth is driven by rising chronic illness rates, technological advancements, and an aging population. Regulatory and reimbursement variations across APAC nations pose challenges, but the increase in private hospitals and demand for innovative medical technol…","https://www.globenewswire.com/news-release/2025/11/06/3182863/28124/en/Asia-Pacific-Integrated-LED-Light-Source-Endoscope-Market-Analysis-and-Forecast-2025-2035-Emerging-Economies-Drive-Demand-for-Advanced-Endoscopy-Regulatory-Challenges-Persist.html","GlobeNewswire","2025-11-06 16:02:00","2025-11-07 19:14:59.392832","[""hospital"",""illness""]","14.92","2025-11-07 19:14:59.392832"
"165","Woman's lupus journey sheds light on how the body attacks itself in autoimmune diseases","It's one of medicine's biggest mysteries — why sometimes our immune system attacks our own bodies. Autoimmune diseases affect as many as 50 million Americans and millions more worldwide. They're hard to diagnose and treat, and they're on the rise. A Massachus…","https://apnews.com/article/autoimmune-disease-lupus-diagnosis-symptoms-b1f2ba32883c63fff1af689a45281305","Associated Press","2025-11-06 15:55:11","2025-11-07 19:14:59.392832","[""disease""]","8.74","2025-11-07 19:14:59.392832"
"166","Steven Spielberg and Chris Columbus to Reunite for Gremlins 3","Five years ago, deep within the pandemic, songwriter Nick Lutsko shared on YouTube a song that captured America’s frustrations. “Paralyzed nation, sick and depressed,” he sang. “Gotta keep myself together / Gotta take a deep breath,” he steeled himself before…","http://www.denofgeek.com/movies/steven-spielberg-chris-columbus-reunite-gremlins-3/","Den of Geek US","2025-11-06 15:31:28","2025-11-07 19:14:59.392832","[""pandemic"",""sick"",""america"",""chris columbus"",""steven spielberg"",""nick lutsko""]","33.75","2025-11-07 19:14:59.392832"
"167","Disease of 1,000 faces shows how science is tackling immunity’s dark side","It's one of medicine's biggest mysteries — why sometimes our immune system attacks our own bodies","https://abcnews.go.com/Health/wireStory/disease-1000-faces-shows-science-tackling-immunitys-dark-127257753","ABC News","2025-11-06 15:17:37","2025-11-07 19:14:59.392832","[""disease""]","6.97","2025-11-07 19:14:59.392832"
"168","Why Thanksgiving shoppers might get shock from seeing turkey prices this season","Avian flu virus decimated turkey flocks in the United States to their lowest level in 40 years before the 2025 holiday season.","https://www.cnbc.com/2025/11/06/turkey-thanksgiving-prices-bird-flu.html","CNBC","2025-11-06 14:00:01","2025-11-07 19:14:59.392832","[""virus"",""the united states""]","12.32","2025-11-07 19:14:59.392832"
"169","Effects of Vitamin E on Redox balance in regulating thiol/disulfide homeostasis in sepsis: An antioxidant therapy perspective","Background Sepsis, a life-threatening condition resulting from a dysregulated host response to infection, is associated with high mortality and remains a major global health burden. Sepsis is characterized by an imbalance between oxidative stress and inflamma…","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0336334","Plos.org","2025-11-06 14:00:00","2025-11-07 19:14:59.392832","[""infection""]","9.12","2025-11-07 19:14:59.392832"
"170","MHRA approves Siiltibcy as a diagnostic aid for Mycobacterium tuberculosis infection, including disease","The Medicines and Healthcare products Regulatory Agency (MHRA) has approved Siiltibcy","https://www.gov.uk/government/news/mhra-approves-siiltibcy-as-a-diagnostic-aid-for-mycobacterium-tuberculosis-infection-including-disease","Www.gov.uk","2025-11-06 16:43:29","2025-11-07 19:14:59.392832","[""infection"",""disease""]","12.42","2025-11-07 19:14:59.392832"
"171","Prevalence of Shigellosis among household contacts of index cases in the EFGH catchment area, Dhaka, Bangladesh","Author summary Asymptomatic individuals can play a key role in transmitting Shigella within communities in endemic settings. We assessed the prevalence and risk factors of Shigella infection among household contacts of culture-confirmed index cases in an urba…","https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0013644","Plos.org","2025-11-06 14:00:00","2025-11-07 19:14:59.392832","[""infection"",""dhaka"",""cases""]","19.25","2025-11-07 19:14:59.392832"
"172","AI steps in to detect the world's deadliest infectious disease","There's a global shortage of radiologists. Now artificial intelligence is helping speed up the diagnosis of tuberculosis in hard-to-reach communities.","https://www.npr.org/sections/goats-and-soda/2025/11/06/g-s1-96448/ai-artificial-intelligence-tb-tuberculosis","NPR","2025-11-06 12:30:30","2025-11-07 19:14:59.392832","[""disease""]","7.39","2025-11-07 19:14:59.392832"
"173","Mosquito-borne illness detected in Yuma","Both cases involve Yuma County residents, including one who tested positive for dengue fever and a second who tested positive for West Nile Virus.","https://kyma.com/dsw-living/health/2025/11/05/mosquito-borne-illness-detected-in-yuma/","KYMA","2025-11-05 14:45:36","2025-11-07 19:14:59.392832","[""WHO"",""mosquito-borne"",""illness"",""virus"",""cases""]","27.91","2025-11-07 19:14:59.392832"
"174","PI3Kdelta-driven expansion of regulatory B cells impairs protective immune responses to Trypanosoma congolense parasite infection","Author summary B cells and antibodies play a critical role in the immune response to Trypanosome parasites. Molecular signaling networks within B cells can control the type of response generated during infection. Here, we studied how a genetic variant in the …","https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1013663","Plos.org","2025-11-05 14:00:00","2025-11-07 19:14:59.392832","[""infection""]","9.16","2025-11-07 19:14:59.392832"
"175","A shapeshifting protein explains rabies’ deadly power","Researchers discovered how rabies virus exerts massive control over host cells with very few genes. A key viral protein changes shape and binds RNA, allowing it to infiltrate different cellular systems. This adaptability could explain the power of other deadl…","https://www.sciencedaily.com/releases/2025/11/251105050708.htm","Science Daily","2025-11-05 10:30:55","2025-11-07 19:14:59.392832","[""virus""]","8.4","2025-11-07 19:14:59.392832"
"176","Red tape and budget constraints: How the White House is undercutting public health","Through shrouded bureaucratic maneuvers, White House budget director Russell Vought and DOGE have quietly undercut outbreak response, HIV treatment and dementia care.","https://abcnews.go.com/Health/red-tape-budget-constraints-white-house-undercutting-public/story?id=127190229","ABC News","2025-11-05 10:02:55","2025-11-07 19:14:59.392832","[""outbreak"",""the white house"",""russell"",""white house""]","22.75","2025-11-07 19:14:59.392832"
"177","The Frontier Midwife Who Solved the Mystery of a Deadly Illness","By Mary Dodge Allen From the early 1800s until 1927, a mysterious illness claimed the lives of thousands of Midwestern U.S. settlers, includ...","https://www.hhhistory.com/2025/11/the-frontier-midwife-who-solved-mystery.html","Hhhistory.com","2025-11-05 07:30:00","2025-11-07 19:14:59.392832","[""illness"",""WHO"",""mary dodge allen"",""u.s.""]","22.6","2025-11-07 19:14:59.392832"
"178","Antibody drugs show promise for treating bird flu and HIV","Scientists are developing antibodies to track the evolution of these viruses and better treat infections.","https://www.nature.com/articles/d41586-025-03540-4","Nature.com","2025-11-05 00:00:00","2025-11-07 19:14:59.392832","[""infection"",""virus""]","12.16","2025-11-07 19:14:59.392832"
"179","Daily Press Briefing by the Office of the Spokesperson for the Secretary-General","The Office for the Coordination of Humanitarian Affairs says that Madagascar is facing a deepening humanitarian crisis in the Grand Sud and Grand Sud-Est regions. The impact of the recent El Niño drought and cyclone season, along with a malaria outbreak and s…","https://press.un.org/en/2025/db251104.doc.htm","UN News","2025-11-04 20:48:11","2025-11-07 19:14:59.392832","[""outbreak"",""el niño""]","13.67","2025-11-07 19:14:59.392832"
"180","Ongoing government shutdown hinders healthcare providers during flu season","LA CROSSE, Wis. (WKBT) — The ongoing government shutdown is creating challenges for healthcare providers across the country as they enter flu season without access to updated federal disease tracking data. CDC dashboards that normally help healthcare provider…","https://freerepublic.com/focus/f-news/4351029/posts","Freerepublic.com","2025-11-06 13:52:53","2025-11-07 19:14:59.392832","[""wkbt"",""CDC"",""cdc"",""disease""]","23.88","2025-11-07 19:14:59.392832"
"181","7 Lung Cancer Symptoms a Doctor Monitors in Himself and 2 Are the Most Alarming","Lung cancer symptoms a Cleveland Clinic doctor monitors in his own body include a persistent cough, coughing up blood, weight loss and shortness of breath.","https://www.today.com/health/disease/lung-cancer-symptoms-doctor-monitors-in-himself-rcna242079","TODAY","2025-11-06 13:07:12","2025-11-07 19:14:59.392832","[""symptoms"",""cleveland clinic doctor""]","12.61","2025-11-07 19:14:59.392832"
"182","Bird flu virus spreading in UK could be worst yet, expert warns farmers","A top virology expert tells the BBC that the ""super-infectious"" avian influenza virus could mutate.","https://www.bbc.com/news/articles/cp85r67kn8xo","BBC News","2025-11-06 12:07:36","2025-11-07 19:14:59.392832","[""uk"",""bbc"",""virus""]","16.97","2025-11-07 19:14:59.392832"
"183","Bird flu surges among poultry amid a scaled back federal response","Migrating wild birds are spreading the virus to domesticated flocks, increasing the risk of eventually seeing a human outbreak. Scientists are troubled by the muted federal response.","https://www.npr.org/sections/shots-health-news/2025/11/06/nx-s1-5600125/bird-flu-risk-outbreak-trump-administration","NPR","2025-11-06 11:00:00","2025-11-07 19:14:59.392832","[""outbreak"",""virus""]","13.01","2025-11-07 19:14:59.392832"
"184","Further bird flu outbreaks will be 'devastating' - farmer","A poultry farmer in east Cork has warned ""it will be devastating"" if there are more outbreaks of the highly pathogenic H5N1 strain of avian influenza on commercial farms.","https://www.rte.ie/news/2025/1106/1542468-avian-flu-reaction/","RTE","2025-11-06 09:30:13","2025-11-07 19:14:59.392832","[""outbreak"",""east cork""]","12.54","2025-11-07 19:14:59.392832"
"185","What is bird flu and how concerning is the spread?","The Department of Agriculture has imposed a mandatory housing order for poultry and captive birds, effective from 10 November, following the first outbreak of highly pathogenic H5N1 bird flu on a farm in the country since 2022.","https://www.rte.ie/news/ireland/2025/1106/1542455-bird-flu-explainer/","RTE","2025-11-06 08:04:22","2025-11-07 19:14:59.392832","[""ICU"",""outbreak"",""the department of agriculture""]","18.31","2025-11-07 19:14:59.392832"
"186","Call for intense focus on biosecurity amid bird flu cases","The Irish Farmers' Association has called on poultry flock owners across the country to adopt a ""laser-like focus on biosecurity"" after confirmation yesterday of a case of avian influenza, or bird flu, on a second commercial turkey farm.","https://www.rte.ie/news/ireland/2025/1106/1542437-bird-flu/","RTE","2025-11-06 06:01:05","2025-11-07 19:14:59.392832","[""cases""]","8.21","2025-11-07 19:14:59.392832"
"187","Call for intense focus on biosecurity amid bird flu cases","The Irish Farmers' Association has called on poultry flock owners across the country to adopt a ""laser-like focus on biosecurity"" after confirmation yesterday of a case of avian influenza, or bird flu, on a second commercial turkey farm.","https://www.rte.ie/news/ireland/2025/1106/1542437-avian-influenza-turkeys/","RTE","2025-11-06 06:01:05","2025-11-07 19:14:59.392832","[""cases""]","8.21","2025-11-07 19:14:59.392832"
"188","Second bird flu outbreak may lead to smaller turkeys for Christmas – and could affect prices and supply","Turkeys this Christmas could be smaller after a second case of avian flu was confirmed yesterday in an Irish flock.","https://www.independent.ie/farming/agri-business/second-bird-flu-outbreak-may-lead-to-smaller-turkeys-for-christmas-and-could-affect-prices-and-supply/a797434966.html","Independent.ie","2025-11-06 05:30:00","2025-11-07 19:14:59.392832","[""outbreak""]","7.45","2025-11-07 19:14:59.392832"
"189","Second bird flu outbreak may lead to smaller turkeys on Christmas tables this year","Turkeys this Christmas could be smaller after a second case of avian flu was confirmed yesterday in an Irish flock.","https://www.independent.ie/farming/agri-business/second-bird-flu-outbreak-may-lead-to-smaller-turkeys-on-christmas-tables-this-year/a797434966.html","Independent.ie","2025-11-06 05:30:00","2025-11-07 19:14:59.392832","[""outbreak""]","7.24","2025-11-07 19:14:59.392832"
"190","Green, yellow, or black? What your snot’s color reveals about hidden infections","The color of your snot can tell you about your health. Clear is normal, yellow or green may show infection, white can mean congestion, and red, brown, or black may need attention. Watching mucus helps spot allergies, colds, or serious problems early. See a do…","https://economictimes.indiatimes.com/news/international/us/green-yellow-or-black-what-your-snots-color-reveals-about-hidden-infections/articleshow/125117298.cms","The Times of India","2025-11-05 20:10:38","2025-11-07 19:14:59.392832","[""infection""]","8.66","2025-11-07 19:14:59.392832"
"191","Second bird flu outbreak in commercial turkey flock confirmed in Co Meath","The second outbreak at a commercial turkey flock follows the announcement of a compulsory housing order for all poultry and captive birds from 10 November.","https://www.thejournal.ie/second-bird-flu-outbreak-commerical-turkey-flock-kells-co-meath-6865947-Nov2025/","TheJournal.ie","2025-11-05 19:35:39","2025-11-07 19:14:59.392832","[""outbreak""]","7.55","2025-11-07 19:14:59.392832"
"192","Second outbreak of highly contagious avian flu strain confirmed on Irish turkey farm","An outbreak of highly pathogenic avian influenza has been confirmed in a second commercial turkey flock in Ireland.","https://www.independent.ie/irish-news/second-outbreak-of-highly-contagious-avian-flu-strain-confirmed-on-irish-turkey-farm/a918827227.html","Independent.ie","2025-11-05 19:30:00","2025-11-07 19:14:59.392832","[""outbreak"",""ireland""]","12.26","2025-11-07 19:14:59.392832"
"193","Compulsory housing order for poultry and captive birds introduced after bird flu outbreaks","The order to protect these birds from the risk of avian influenza will come into effect on Monday, 10 November.","https://www.thejournal.ie/bird-flu-compulsory-housing-order-6865378-Nov2025/","TheJournal.ie","2025-11-05 12:44:47","2025-11-07 19:14:59.392832","[""outbreak""]","7.28","2025-11-07 19:14:59.392832"
"194","Ireland reported bird flu outbreak on turkey farm, WOAH says","","https://biztoc.com/x/9bf9b9e5476a7edc","Biztoc.com","2025-11-05 11:56:03","2025-11-07 19:14:59.392832","[""outbreak""]","5.87","2025-11-07 19:14:59.392832"
"195","Reports of bird flu in farm animals raise concerns about the virus","Cases of bird flu have been reported in farm animals across the country. While there are no human cases, some are concerned the shutdown and cuts to federal resources have us flying in the dark.","https://www.npr.org/2025/11/05/nx-s1-5596195/reports-of-bird-flu-in-farm-animals-raise-concerns-about-the-virus","NPR","2025-11-05 09:44:22","2025-11-07 19:14:59.392832","[""virus"",""cases""]","13.14","2025-11-07 19:14:59.392832"
"196","Bird flu outbreak at Carlow turkey farm 'very worrying'","The discovery of the highly pathogenic H5N1 strain of avian influenza, or bird flu, at a commercial turkey farm in Co Carlow is ""very worrying"", the Irish Farmers' Association has said.","https://www.rte.ie/news/2025/1105/1542257-avian-influenza-turkey-carlow/","RTE","2025-11-05 08:39:00","2025-11-07 19:14:59.392832","[""outbreak""]","7.67","2025-11-07 19:14:59.392832"
"197","Compulsory housing order following bird flu outbreaks","Minister for Agriculture Martin Heydon has said that a compulsory housing order is being introduced for poultry and captive birds ""to protect our national flock"" amid the heightened risk from avian influenza, or bird flu.","https://www.rte.ie/news/ireland/2025/1105/1542257-avian-influenza-turkeys/","RTE","2025-11-05 08:39:00","2025-11-07 19:14:59.392832","[""ICU"",""outbreak"",""martin heydon""]","18.28","2025-11-07 19:14:59.392832"
"198","Compulsory housing order following bird flu outbreaks","The Department of Agriculture has announced a compulsory housing order for poultry and captive birds amid the heightened risk from avian influenza, or bird flu.","https://www.rte.ie/news/2025/1105/1542257-avian-influenza-turkeys/","RTE","2025-11-05 08:39:00","2025-11-07 19:14:59.392832","[""ICU"",""outbreak""]","12.67","2025-11-07 19:14:59.392832"
"199","Korea faces early flu surge, triggering medicine shortages as cases triple - The Korea Times","Korea is grappling with an intense influenza season, with infections more than tripling from a year ago and showing pronounced peaks among school-a...","https://www.koreatimes.co.kr/southkorea/health/20251105/korea-faces-early-flu-surge-triggering-medicine-shortages-as-cases-triple","코리아타임스","2025-11-05 06:14:03","2025-11-07 19:14:59.392832","[""infection"",""korea"",""cases""]","22.96","2025-11-07 19:14:59.392832"
"200","E. coli strain spreads as fast as swine flu, surprising new research reveals","A common gut bacterium can spread as fast as the swine flu virus. Scientists calculated a transmission rate for E. coli for the first time. A specific multi-drug resistant strain is the most transmissible. This rapid spread occurs via the fecal-oral route in …","https://www.naturalnews.com/2025-11-05-e-coli-spreads-swine-flu.html","Naturalnews.com","2025-11-05 06:00:00","2025-11-07 19:14:59.392832","[""transmission"",""virus""]","13.9","2025-11-07 19:14:59.392832"
